"product_type_id","is_departure","prior_ttl_bucket","prior_delay_bucket","latest_sample_delay_bucket","sample_count"
3,True,"[25,30)","[26,31)","[-3,-2)",1
3,True,"[25,30)","[26,31)","[-2,-1)",2
3,True,"[25,30)","[26,31)","[-1,0)",3
3,True,"[25,30)","[26,31)","[0,1)",91
3,True,"[25,30)","[26,31)","[1,2)",11
3,True,"[25,30)","[26,31)","[2,3)",1
3,True,"[25,30)","[26,31)","[3,4)",23
3,True,"[25,30)","[26,31)","[4,5)",19
3,True,"[25,30)","[26,31)","[5,6)",5
3,True,"[25,30)","[26,31)","[6,7)",5
3,True,"[25,30)","[26,31)","[7,8)",7
3,True,"[25,30)","[26,31)","[8,9)",6
3,True,"[25,30)","[26,31)","[9,10)",4
3,True,"[25,30)","[26,31)","[10,11)",3
3,True,"[25,30)","[26,31)","[11,16)",9
3,True,"[25,30)","[26,31)","[16,21)",1
3,True,"[25,30)","[26,31)","[21,26)",2
3,True,"[25,30)","[26,31)","[26,31)",2
3,True,"[25,30)","[26,31)","[31,46)",4
3,True,"[25,30)","[26,31)","[46,61)",2
3,True,"[30,45)","[26,31)","[-30,-25)",48
3,True,"[30,45)","[26,31)","[-25,-20)",15
3,True,"[30,45)","[26,31)","[-20,-15)",10
3,True,"[30,45)","[26,31)","[-15,-10)",21
3,True,"[30,45)","[26,31)","[-10,-9)",1
3,True,"[30,45)","[26,31)","[-8,-7)",4
3,True,"[30,45)","[26,31)","[-4,-3)",2
3,True,"[30,45)","[26,31)","[-3,-2)",7
3,True,"[30,45)","[26,31)","[-2,-1)",2
3,True,"[30,45)","[26,31)","[-1,0)",5
3,True,"[30,45)","[26,31)","[0,1)",157
3,True,"[30,45)","[26,31)","[1,2)",10
3,True,"[30,45)","[26,31)","[2,3)",17
3,True,"[30,45)","[26,31)","[3,4)",52
3,True,"[30,45)","[26,31)","[4,5)",24
3,True,"[30,45)","[26,31)","[5,6)",10
3,True,"[30,45)","[26,31)","[6,7)",14
3,True,"[30,45)","[26,31)","[7,8)",7
3,True,"[30,45)","[26,31)","[8,9)",10
3,True,"[30,45)","[26,31)","[9,10)",12
3,True,"[30,45)","[26,31)","[10,11)",9
3,True,"[30,45)","[26,31)","[11,16)",31
3,True,"[30,45)","[26,31)","[16,21)",9
3,True,"[30,45)","[26,31)","[21,26)",2
3,True,"[30,45)","[26,31)","[26,31)",5
3,True,"[30,45)","[26,31)","[31,46)",12
3,True,"[30,45)","[26,31)","[46,61)",2
3,True,"[30,45)","[26,31)","[61,76)",4
3,True,"[30,45)","[26,31)","[76,91)",4
3,True,"[45,60)","[26,31)","[-30,-25)",145
3,True,"[45,60)","[26,31)","[-25,-20)",16
3,True,"[45,60)","[26,31)","[-20,-15)",14
3,True,"[45,60)","[26,31)","[-15,-10)",8
3,True,"[45,60)","[26,31)","[-10,-9)",2
3,True,"[45,60)","[26,31)","[-3,-2)",8
3,True,"[45,60)","[26,31)","[-1,0)",1
3,True,"[45,60)","[26,31)","[0,1)",21
3,True,"[45,60)","[26,31)","[1,2)",12
3,True,"[45,60)","[26,31)","[2,3)",2
3,True,"[45,60)","[26,31)","[3,4)",11
3,True,"[45,60)","[26,31)","[4,5)",1
3,True,"[45,60)","[26,31)","[5,6)",6
3,True,"[45,60)","[26,31)","[6,7)",5
3,True,"[45,60)","[26,31)","[7,8)",3
3,True,"[45,60)","[26,31)","[8,9)",11
3,True,"[45,60)","[26,31)","[9,10)",14
3,True,"[45,60)","[26,31)","[10,11)",21
3,True,"[45,60)","[26,31)","[11,16)",44
3,True,"[45,60)","[26,31)","[16,21)",15
3,True,"[45,60)","[26,31)","[21,26)",7
3,True,"[45,60)","[26,31)","[26,31)",4
3,True,"[45,60)","[26,31)","[31,46)",5
3,True,"[45,60)","[26,31)","[46,61)",2
3,True,"[45,60)","[26,31)","[76,91)",1
3,True,"[45,60)","[26,31)","[91,)",9
3,True,"[45,60)","[26,31)",NULL,11
3,True,"[60,75)","[26,31)","[-30,-25)",49
3,True,"[60,75)","[26,31)","[-25,-20)",24
3,True,"[60,75)","[26,31)","[-20,-15)",15
3,True,"[60,75)","[26,31)","[-15,-10)",5
3,True,"[60,75)","[26,31)","[-9,-8)",1
3,True,"[60,75)","[26,31)","[-3,-2)",2
3,True,"[60,75)","[26,31)","[0,1)",4
3,True,"[60,75)","[26,31)","[3,4)",2
3,True,"[60,75)","[26,31)","[4,5)",1
3,True,"[60,75)","[26,31)","[5,6)",4
3,True,"[60,75)","[26,31)","[6,7)",2
3,True,"[60,75)","[26,31)","[7,8)",1
3,True,"[60,75)","[26,31)","[8,9)",1
3,True,"[60,75)","[26,31)","[9,10)",7
3,True,"[60,75)","[26,31)","[10,11)",10
3,True,"[60,75)","[26,31)","[11,16)",13
3,True,"[60,75)","[26,31)","[16,21)",5
3,True,"[60,75)","[26,31)","[21,26)",3
3,True,"[60,75)","[26,31)",NULL,2
3,True,"[75,90)","[26,31)","[-30,-25)",21
3,True,"[75,90)","[26,31)","[-25,-20)",4
3,True,"[75,90)","[26,31)","[-20,-15)",12
3,True,"[75,90)","[26,31)","[-15,-10)",1
3,True,"[75,90)","[26,31)","[-7,-6)",1
3,True,"[75,90)","[26,31)","[-4,-3)",1
3,True,"[75,90)","[26,31)","[-3,-2)",1
3,True,"[75,90)","[26,31)","[0,1)",1
3,True,"[75,90)","[26,31)","[3,4)",4
3,True,"[75,90)","[26,31)","[8,9)",1
3,True,"[75,90)","[26,31)","[9,10)",2
3,True,"[75,90)","[26,31)","[11,16)",3
3,True,"[75,90)","[26,31)","[16,21)",5
3,True,"[75,90)","[26,31)","[21,26)",7
3,True,"[75,90)","[26,31)","[26,31)",3
3,True,"[75,90)","[26,31)","[31,46)",5
3,True,"[75,90)","[26,31)","[76,91)",3
3,True,"[75,90)","[26,31)",NULL,4
3,True,"[90,120)","[26,31)","[-30,-25)",8
3,True,"[90,120)","[26,31)","[-25,-20)",5
3,True,"[90,120)","[26,31)","[-20,-15)",1
3,True,"[90,120)","[26,31)","[-15,-10)",2
3,True,"[90,120)","[26,31)","[-2,-1)",4
3,True,"[90,120)","[26,31)","[1,2)",2
3,True,"[90,120)","[26,31)","[9,10)",1
3,True,"[90,120)","[26,31)","[10,11)",1
3,True,"[90,120)","[26,31)","[16,21)",6
3,True,"[90,120)","[26,31)","[21,26)",4
3,True,"[90,120)","[26,31)","[31,46)",2
3,True,"[90,120)","[26,31)","[61,76)",2
3,True,"[90,120)","[26,31)","[76,91)",2
3,True,"[90,120)","[26,31)",NULL,1
3,True,"[120,150)","[26,31)","[1,2)",2
3,True,"[-15,-10)","[31,46)","[31,46)",1
3,True,"[-10,-5)","[31,46)","[0,1)",1
3,True,"[-5,0)","[31,46)","[0,1)",4
3,True,"[-5,0)","[31,46)","[3,4)",1
3,True,"[-5,0)","[31,46)","[4,5)",1
3,True,"[-5,0)","[31,46)","[31,46)",4
3,True,"[0,5)","[31,46)","[-1,0)",1
3,True,"[0,5)","[31,46)","[0,1)",226
3,True,"[0,5)","[31,46)","[1,2)",12
3,True,"[0,5)","[31,46)","[2,3)",14
3,True,"[0,5)","[31,46)","[3,4)",29
3,True,"[0,5)","[31,46)","[4,5)",20
3,True,"[0,5)","[31,46)","[5,6)",7
3,True,"[0,5)","[31,46)","[6,7)",11
3,True,"[0,5)","[31,46)","[7,8)",6
3,True,"[0,5)","[31,46)","[8,9)",7
3,True,"[0,5)","[31,46)","[9,10)",2
3,True,"[0,5)","[31,46)","[10,11)",6
3,True,"[0,5)","[31,46)","[11,16)",12
3,True,"[0,5)","[31,46)","[16,21)",15
3,True,"[0,5)","[31,46)","[21,26)",1
3,True,"[0,5)","[31,46)","[26,31)",4
3,True,"[0,5)","[31,46)","[31,46)",16
3,True,"[0,5)","[31,46)","[46,61)",14
3,True,"[0,5)","[31,46)","[91,)",13
3,True,"[5,10)","[31,46)","[-3,-2)",2
3,True,"[5,10)","[31,46)","[-2,-1)",4
3,True,"[5,10)","[31,46)","[-1,0)",6
3,True,"[5,10)","[31,46)","[0,1)",301
3,True,"[5,10)","[31,46)","[1,2)",35
3,True,"[5,10)","[31,46)","[2,3)",19
3,True,"[5,10)","[31,46)","[3,4)",57
3,True,"[5,10)","[31,46)","[4,5)",13
3,True,"[5,10)","[31,46)","[5,6)",12
3,True,"[5,10)","[31,46)","[6,7)",15
3,True,"[5,10)","[31,46)","[7,8)",7
3,True,"[5,10)","[31,46)","[8,9)",18
3,True,"[5,10)","[31,46)","[9,10)",11
3,True,"[5,10)","[31,46)","[10,11)",11
3,True,"[5,10)","[31,46)","[11,16)",25
3,True,"[5,10)","[31,46)","[16,21)",17
3,True,"[5,10)","[31,46)","[21,26)",5
3,True,"[5,10)","[31,46)","[26,31)",5
3,True,"[5,10)","[31,46)","[31,46)",14
3,True,"[5,10)","[31,46)","[46,61)",8
3,True,"[5,10)","[31,46)","[61,76)",5
3,True,"[5,10)","[31,46)","[91,)",2
3,True,"[10,15)","[31,46)","[-3,-2)",2
3,True,"[10,15)","[31,46)","[-2,-1)",1
3,True,"[10,15)","[31,46)","[-1,0)",17
3,True,"[10,15)","[31,46)","[0,1)",266
3,True,"[10,15)","[31,46)","[1,2)",18
3,True,"[10,15)","[31,46)","[2,3)",10
3,True,"[10,15)","[31,46)","[3,4)",42
3,True,"[10,15)","[31,46)","[4,5)",22
3,True,"[10,15)","[31,46)","[5,6)",19
3,True,"[10,15)","[31,46)","[6,7)",15
3,True,"[10,15)","[31,46)","[7,8)",6
3,True,"[10,15)","[31,46)","[8,9)",11
3,True,"[10,15)","[31,46)","[9,10)",8
3,True,"[10,15)","[31,46)","[10,11)",1
3,True,"[10,15)","[31,46)","[11,16)",29
3,True,"[10,15)","[31,46)","[16,21)",17
3,True,"[10,15)","[31,46)","[21,26)",4
3,True,"[10,15)","[31,46)","[26,31)",11
3,True,"[10,15)","[31,46)","[31,46)",15
3,True,"[10,15)","[31,46)","[46,61)",3
3,True,"[10,15)","[31,46)","[61,76)",4
3,True,"[10,15)","[31,46)","[76,91)",1
3,True,"[15,20)","[31,46)","[-3,-2)",2
3,True,"[15,20)","[31,46)","[-2,-1)",1
3,True,"[15,20)","[31,46)","[-1,0)",3
3,True,"[15,20)","[31,46)","[0,1)",238
3,True,"[15,20)","[31,46)","[1,2)",15
3,True,"[15,20)","[31,46)","[2,3)",3
3,True,"[15,20)","[31,46)","[3,4)",37
3,True,"[15,20)","[31,46)","[4,5)",6
3,True,"[15,20)","[31,46)","[5,6)",14
3,True,"[15,20)","[31,46)","[6,7)",13
3,True,"[15,20)","[31,46)","[7,8)",4
3,True,"[15,20)","[31,46)","[8,9)",4
3,True,"[15,20)","[31,46)","[9,10)",6
3,True,"[15,20)","[31,46)","[10,11)",3
3,True,"[15,20)","[31,46)","[11,16)",21
3,True,"[15,20)","[31,46)","[16,21)",13
3,True,"[15,20)","[31,46)","[21,26)",6
3,True,"[15,20)","[31,46)","[26,31)",4
3,True,"[15,20)","[31,46)","[31,46)",5
3,True,"[15,20)","[31,46)","[46,61)",7
3,True,"[15,20)","[31,46)","[61,76)",4
3,True,"[15,20)","[31,46)","[91,)",4
3,True,"[20,25)","[31,46)","[-3,-2)",1
3,True,"[20,25)","[31,46)","[-2,-1)",1
3,True,"[20,25)","[31,46)","[-1,0)",1
3,True,"[20,25)","[31,46)","[0,1)",183
3,True,"[20,25)","[31,46)","[1,2)",16
3,True,"[20,25)","[31,46)","[2,3)",4
3,True,"[20,25)","[31,46)","[3,4)",49
3,True,"[20,25)","[31,46)","[4,5)",4
3,True,"[20,25)","[31,46)","[5,6)",2
3,True,"[20,25)","[31,46)","[6,7)",16
3,True,"[20,25)","[31,46)","[7,8)",4
3,True,"[20,25)","[31,46)","[9,10)",4
3,True,"[20,25)","[31,46)","[10,11)",8
3,True,"[20,25)","[31,46)","[11,16)",18
3,True,"[20,25)","[31,46)","[16,21)",19
3,True,"[20,25)","[31,46)","[21,26)",5
3,True,"[20,25)","[31,46)","[26,31)",3
3,True,"[20,25)","[31,46)","[31,46)",2
3,True,"[20,25)","[31,46)","[46,61)",1
3,True,"[20,25)","[31,46)","[61,76)",2
3,True,"[20,25)","[31,46)","[76,91)",2
3,True,"[20,25)","[31,46)","[91,)",16
3,True,"[25,30)","[31,46)","[-30,-25)",1
3,True,"[25,30)","[31,46)","[-25,-20)",1
3,True,"[25,30)","[31,46)","[-15,-10)",3
3,True,"[25,30)","[31,46)","[-3,-2)",4
3,True,"[25,30)","[31,46)","[0,1)",127
3,True,"[25,30)","[31,46)","[1,2)",3
3,True,"[25,30)","[31,46)","[2,3)",5
3,True,"[25,30)","[31,46)","[3,4)",44
3,True,"[25,30)","[31,46)","[4,5)",14
3,True,"[25,30)","[31,46)","[5,6)",4
3,True,"[25,30)","[31,46)","[6,7)",12
3,True,"[25,30)","[31,46)","[7,8)",6
3,True,"[25,30)","[31,46)","[8,9)",1
3,True,"[25,30)","[31,46)","[9,10)",1
3,True,"[25,30)","[31,46)","[10,11)",2
3,True,"[25,30)","[31,46)","[11,16)",26
3,True,"[25,30)","[31,46)","[16,21)",7
3,True,"[25,30)","[31,46)","[21,26)",13
3,True,"[25,30)","[31,46)","[31,46)",4
3,True,"[25,30)","[31,46)","[46,61)",5
3,True,"[25,30)","[31,46)","[61,76)",4
3,True,"[25,30)","[31,46)","[91,)",12
3,True,"[30,45)","[31,46)","[-45,-30)",46
3,True,"[30,45)","[31,46)","[-30,-25)",1
3,True,"[30,45)","[31,46)","[-25,-20)",4
3,True,"[30,45)","[31,46)","[-20,-15)",10
3,True,"[30,45)","[31,46)","[-9,-8)",1
3,True,"[30,45)","[31,46)","[-8,-7)",2
3,True,"[30,45)","[31,46)","[-4,-3)",1
3,True,"[30,45)","[31,46)","[-3,-2)",2
3,True,"[30,45)","[31,46)","[-2,-1)",5
3,True,"[30,45)","[31,46)","[-1,0)",3
3,True,"[30,45)","[31,46)","[0,1)",235
3,True,"[30,45)","[31,46)","[1,2)",15
3,True,"[30,45)","[31,46)","[2,3)",21
3,True,"[30,45)","[31,46)","[3,4)",89
3,True,"[30,45)","[31,46)","[4,5)",43
3,True,"[30,45)","[31,46)","[5,6)",22
3,True,"[30,45)","[31,46)","[6,7)",19
3,True,"[30,45)","[31,46)","[7,8)",13
3,True,"[30,45)","[31,46)","[8,9)",21
3,True,"[30,45)","[31,46)","[9,10)",12
3,True,"[30,45)","[31,46)","[10,11)",8
3,True,"[30,45)","[31,46)","[11,16)",63
3,True,"[30,45)","[31,46)","[16,21)",22
3,True,"[30,45)","[31,46)","[21,26)",22
3,True,"[30,45)","[31,46)","[26,31)",7
3,True,"[30,45)","[31,46)","[31,46)",25
3,True,"[30,45)","[31,46)","[46,61)",2
3,True,"[30,45)","[31,46)","[61,76)",11
3,True,"[30,45)","[31,46)","[76,91)",4
3,True,"[30,45)","[31,46)","[91,)",11
3,True,"[45,60)","[31,46)","[-45,-30)",114
3,True,"[45,60)","[31,46)","[-30,-25)",6
3,True,"[45,60)","[31,46)","[-25,-20)",23
3,True,"[45,60)","[31,46)","[-20,-15)",22
3,True,"[45,60)","[31,46)","[-15,-10)",7
3,True,"[45,60)","[31,46)","[-9,-8)",3
3,True,"[45,60)","[31,46)","[-8,-7)",5
3,True,"[45,60)","[31,46)","[-7,-6)",2
3,True,"[45,60)","[31,46)","[-4,-3)",1
3,True,"[45,60)","[31,46)","[-3,-2)",5
3,True,"[45,60)","[31,46)","[-1,0)",4
3,True,"[45,60)","[31,46)","[0,1)",141
3,True,"[45,60)","[31,46)","[1,2)",2
3,True,"[45,60)","[31,46)","[2,3)",5
3,True,"[45,60)","[31,46)","[3,4)",54
3,True,"[45,60)","[31,46)","[4,5)",19
3,True,"[45,60)","[31,46)","[5,6)",18
3,True,"[45,60)","[31,46)","[6,7)",25
3,True,"[45,60)","[31,46)","[7,8)",25
3,True,"[45,60)","[31,46)","[8,9)",5
3,True,"[45,60)","[31,46)","[9,10)",15
3,True,"[45,60)","[31,46)","[10,11)",20
3,True,"[45,60)","[31,46)","[11,16)",39
3,True,"[45,60)","[31,46)","[16,21)",33
3,True,"[45,60)","[31,46)","[21,26)",6
3,True,"[45,60)","[31,46)","[26,31)",8
3,True,"[45,60)","[31,46)","[31,46)",9
3,True,"[45,60)","[31,46)","[46,61)",2
3,True,"[45,60)","[31,46)","[61,76)",6
3,True,"[45,60)","[31,46)","[91,)",12
3,True,"[45,60)","[31,46)",NULL,4
3,True,"[60,75)","[31,46)","[-45,-30)",71
3,True,"[60,75)","[31,46)","[-30,-25)",17
3,True,"[60,75)","[31,46)","[-25,-20)",15
3,True,"[60,75)","[31,46)","[-20,-15)",7
3,True,"[60,75)","[31,46)","[-15,-10)",11
3,True,"[60,75)","[31,46)","[-10,-9)",1
3,True,"[60,75)","[31,46)","[-9,-8)",5
3,True,"[60,75)","[31,46)","[-8,-7)",2
3,True,"[60,75)","[31,46)","[-7,-6)",6
3,True,"[60,75)","[31,46)","[-6,-5)",1
3,True,"[60,75)","[31,46)","[-5,-4)",1
3,True,"[60,75)","[31,46)","[-2,-1)",2
3,True,"[60,75)","[31,46)","[0,1)",49
3,True,"[60,75)","[31,46)","[1,2)",2
3,True,"[60,75)","[31,46)","[3,4)",15
3,True,"[60,75)","[31,46)","[5,6)",4
3,True,"[60,75)","[31,46)","[6,7)",11
3,True,"[60,75)","[31,46)","[7,8)",7
3,True,"[60,75)","[31,46)","[9,10)",8
3,True,"[60,75)","[31,46)","[10,11)",4
3,True,"[60,75)","[31,46)","[11,16)",56
3,True,"[60,75)","[31,46)","[16,21)",39
3,True,"[60,75)","[31,46)","[21,26)",15
3,True,"[60,75)","[31,46)","[26,31)",8
3,True,"[60,75)","[31,46)","[31,46)",17
3,True,"[60,75)","[31,46)","[61,76)",6
3,True,"[60,75)","[31,46)","[76,91)",4
3,True,"[60,75)","[31,46)","[91,)",2
3,True,"[60,75)","[31,46)",NULL,4
3,True,"[75,90)","[31,46)","[-45,-30)",32
3,True,"[75,90)","[31,46)","[-30,-25)",10
3,True,"[75,90)","[31,46)","[-25,-20)",1
3,True,"[75,90)","[31,46)","[-20,-15)",3
3,True,"[75,90)","[31,46)","[-15,-10)",1
3,True,"[75,90)","[31,46)","[-9,-8)",2
3,True,"[75,90)","[31,46)","[-8,-7)",2
3,True,"[75,90)","[31,46)","[-7,-6)",1
3,True,"[75,90)","[31,46)","[-6,-5)",1
3,True,"[75,90)","[31,46)","[-4,-3)",2
3,True,"[75,90)","[31,46)","[-1,0)",1
3,True,"[75,90)","[31,46)","[0,1)",14
3,True,"[75,90)","[31,46)","[3,4)",3
3,True,"[75,90)","[31,46)","[4,5)",9
3,True,"[75,90)","[31,46)","[5,6)",2
3,True,"[75,90)","[31,46)","[7,8)",2
3,True,"[75,90)","[31,46)","[8,9)",1
3,True,"[75,90)","[31,46)","[9,10)",1
3,True,"[75,90)","[31,46)","[10,11)",1
3,True,"[75,90)","[31,46)","[11,16)",24
3,True,"[75,90)","[31,46)","[16,21)",8
3,True,"[75,90)","[31,46)","[21,26)",6
3,True,"[75,90)","[31,46)","[26,31)",2
3,True,"[75,90)","[31,46)","[31,46)",5
3,True,"[75,90)","[31,46)","[46,61)",2
3,True,"[75,90)","[31,46)","[61,76)",14
3,True,"[75,90)","[31,46)","[76,91)",3
3,True,"[75,90)","[31,46)",NULL,6
3,True,"[90,120)","[31,46)","[-45,-30)",97
3,True,"[90,120)","[31,46)","[-30,-25)",10
3,True,"[90,120)","[31,46)","[-15,-10)",4
3,True,"[90,120)","[31,46)","[-2,-1)",1
3,True,"[90,120)","[31,46)","[0,1)",4
3,True,"[90,120)","[31,46)","[2,3)",2
3,True,"[90,120)","[31,46)","[3,4)",1
3,True,"[90,120)","[31,46)","[4,5)",4
3,True,"[90,120)","[31,46)","[8,9)",1
3,True,"[90,120)","[31,46)","[11,16)",2
3,True,"[90,120)","[31,46)","[16,21)",11
3,True,"[90,120)","[31,46)","[21,26)",3
3,True,"[90,120)","[31,46)","[26,31)",3
3,True,"[90,120)","[31,46)","[31,46)",2
3,True,"[90,120)","[31,46)","[91,)",8
3,True,"[90,120)","[31,46)",NULL,9
3,True,"[120,150)","[31,46)","[-45,-30)",1
3,True,"[120,150)","[31,46)","[-30,-25)",3
3,True,"[120,150)","[31,46)","[-20,-15)",1
3,True,"[120,150)","[31,46)","[21,26)",2
3,True,"[150,180)","[31,46)","[-20,-15)",1
3,True,"[-5,0)","[46,61)","[0,1)",4
3,True,"[-5,0)","[46,61)","[3,4)",1
3,True,"[-5,0)","[46,61)","[21,26)",2
3,True,"[0,5)","[46,61)","[-1,0)",6
3,True,"[0,5)","[46,61)","[0,1)",130
3,True,"[0,5)","[46,61)","[1,2)",3
3,True,"[0,5)","[46,61)","[2,3)",3
3,True,"[0,5)","[46,61)","[3,4)",10
3,True,"[0,5)","[46,61)","[4,5)",6
3,True,"[0,5)","[46,61)","[5,6)",1
3,True,"[0,5)","[46,61)","[6,7)",3
3,True,"[0,5)","[46,61)","[7,8)",1
3,True,"[0,5)","[46,61)","[10,11)",2
3,True,"[0,5)","[46,61)","[11,16)",2
3,True,"[0,5)","[46,61)","[16,21)",6
3,True,"[0,5)","[46,61)","[21,26)",4
3,True,"[0,5)","[46,61)","[26,31)",3
3,True,"[0,5)","[46,61)","[31,46)",9
3,True,"[0,5)","[46,61)","[46,61)",1
3,True,"[0,5)","[46,61)","[76,91)",11
3,True,"[0,5)","[46,61)","[91,)",3
3,True,"[5,10)","[46,61)","[-3,-2)",2
3,True,"[5,10)","[46,61)","[-2,-1)",3
3,True,"[5,10)","[46,61)","[-1,0)",7
3,True,"[5,10)","[46,61)","[0,1)",187
3,True,"[5,10)","[46,61)","[1,2)",11
3,True,"[5,10)","[46,61)","[2,3)",7
3,True,"[5,10)","[46,61)","[3,4)",13
3,True,"[5,10)","[46,61)","[4,5)",10
3,True,"[5,10)","[46,61)","[5,6)",2
3,True,"[5,10)","[46,61)","[6,7)",13
3,True,"[5,10)","[46,61)","[7,8)",4
3,True,"[5,10)","[46,61)","[8,9)",3
3,True,"[5,10)","[46,61)","[9,10)",8
3,True,"[5,10)","[46,61)","[10,11)",3
3,True,"[5,10)","[46,61)","[11,16)",6
3,True,"[5,10)","[46,61)","[16,21)",7
3,True,"[5,10)","[46,61)","[21,26)",12
3,True,"[5,10)","[46,61)","[26,31)",4
3,True,"[5,10)","[46,61)","[31,46)",14
3,True,"[5,10)","[46,61)","[46,61)",1
3,True,"[5,10)","[46,61)","[76,91)",3
3,True,"[5,10)","[46,61)","[91,)",2
3,True,"[10,15)","[46,61)","[-3,-2)",3
3,True,"[10,15)","[46,61)","[-2,-1)",4
3,True,"[10,15)","[46,61)","[-1,0)",8
3,True,"[10,15)","[46,61)","[0,1)",248
3,True,"[10,15)","[46,61)","[1,2)",5
3,True,"[10,15)","[46,61)","[2,3)",4
3,True,"[10,15)","[46,61)","[3,4)",12
3,True,"[10,15)","[46,61)","[4,5)",4
3,True,"[10,15)","[46,61)","[5,6)",2
3,True,"[10,15)","[46,61)","[6,7)",6
3,True,"[10,15)","[46,61)","[8,9)",7
3,True,"[10,15)","[46,61)","[9,10)",4
3,True,"[10,15)","[46,61)","[10,11)",1
3,True,"[10,15)","[46,61)","[11,16)",24
3,True,"[10,15)","[46,61)","[16,21)",6
3,True,"[10,15)","[46,61)","[21,26)",4
3,True,"[10,15)","[46,61)","[31,46)",5
3,True,"[10,15)","[46,61)","[46,61)",1
3,True,"[10,15)","[46,61)","[61,76)",2
3,True,"[15,20)","[46,61)","[-8,-7)",1
3,True,"[15,20)","[46,61)","[-3,-2)",2
3,True,"[15,20)","[46,61)","[-2,-1)",7
3,True,"[15,20)","[46,61)","[-1,0)",5
3,True,"[15,20)","[46,61)","[0,1)",218
3,True,"[15,20)","[46,61)","[1,2)",4
3,True,"[15,20)","[46,61)","[2,3)",5
3,True,"[15,20)","[46,61)","[3,4)",10
3,True,"[15,20)","[46,61)","[4,5)",7
3,True,"[15,20)","[46,61)","[5,6)",1
3,True,"[15,20)","[46,61)","[6,7)",9
3,True,"[15,20)","[46,61)","[7,8)",4
3,True,"[15,20)","[46,61)","[8,9)",1
3,True,"[15,20)","[46,61)","[9,10)",3
3,True,"[15,20)","[46,61)","[11,16)",10
3,True,"[15,20)","[46,61)","[16,21)",10
3,True,"[15,20)","[46,61)","[21,26)",2
3,True,"[15,20)","[46,61)","[26,31)",2
3,True,"[15,20)","[46,61)","[31,46)",4
3,True,"[15,20)","[46,61)","[46,61)",11
3,True,"[15,20)","[46,61)","[61,76)",1
3,True,"[15,20)","[46,61)","[76,91)",2
3,True,"[20,25)","[46,61)","[-15,-10)",1
3,True,"[20,25)","[46,61)","[-4,-3)",1
3,True,"[20,25)","[46,61)","[-2,-1)",8
3,True,"[20,25)","[46,61)","[-1,0)",5
3,True,"[20,25)","[46,61)","[0,1)",144
3,True,"[20,25)","[46,61)","[1,2)",9
3,True,"[20,25)","[46,61)","[3,4)",16
3,True,"[20,25)","[46,61)","[4,5)",3
3,True,"[20,25)","[46,61)","[5,6)",18
3,True,"[20,25)","[46,61)","[6,7)",8
3,True,"[20,25)","[46,61)","[8,9)",1
3,True,"[20,25)","[46,61)","[9,10)",2
3,True,"[20,25)","[46,61)","[11,16)",2
3,True,"[20,25)","[46,61)","[16,21)",7
3,True,"[20,25)","[46,61)","[21,26)",4
3,True,"[20,25)","[46,61)","[26,31)",1
3,True,"[20,25)","[46,61)","[31,46)",1
3,True,"[20,25)","[46,61)","[61,76)",2
3,True,"[20,25)","[46,61)","[76,91)",2
3,True,"[25,30)","[46,61)","[-9,-8)",1
3,True,"[25,30)","[46,61)","[-4,-3)",1
3,True,"[25,30)","[46,61)","[-3,-2)",2
3,True,"[25,30)","[46,61)","[-2,-1)",3
3,True,"[25,30)","[46,61)","[-1,0)",5
3,True,"[25,30)","[46,61)","[0,1)",139
3,True,"[25,30)","[46,61)","[1,2)",9
3,True,"[25,30)","[46,61)","[2,3)",6
3,True,"[25,30)","[46,61)","[3,4)",18
3,True,"[25,30)","[46,61)","[4,5)",12
3,True,"[25,30)","[46,61)","[5,6)",7
3,True,"[25,30)","[46,61)","[6,7)",23
3,True,"[25,30)","[46,61)","[7,8)",13
3,True,"[25,30)","[46,61)","[9,10)",1
3,True,"[25,30)","[46,61)","[10,11)",5
3,True,"[25,30)","[46,61)","[11,16)",8
3,True,"[25,30)","[46,61)","[16,21)",3
3,True,"[25,30)","[46,61)","[31,46)",1
3,True,"[30,45)","[46,61)","[-15,-10)",12
3,True,"[30,45)","[46,61)","[-8,-7)",2
3,True,"[30,45)","[46,61)","[-5,-4)",5
3,True,"[30,45)","[46,61)","[-4,-3)",5
3,True,"[30,45)","[46,61)","[-3,-2)",1
3,True,"[30,45)","[46,61)","[-2,-1)",2
3,True,"[30,45)","[46,61)","[-1,0)",14
3,True,"[30,45)","[46,61)","[0,1)",199
3,True,"[30,45)","[46,61)","[1,2)",7
3,True,"[30,45)","[46,61)","[2,3)",3
3,True,"[30,45)","[46,61)","[3,4)",53
3,True,"[30,45)","[46,61)","[4,5)",19
3,True,"[30,45)","[46,61)","[5,6)",3
3,True,"[30,45)","[46,61)","[6,7)",60
3,True,"[30,45)","[46,61)","[7,8)",40
3,True,"[30,45)","[46,61)","[8,9)",13
3,True,"[30,45)","[46,61)","[9,10)",4
3,True,"[30,45)","[46,61)","[10,11)",16
3,True,"[30,45)","[46,61)","[11,16)",25
3,True,"[30,45)","[46,61)","[16,21)",16
3,True,"[30,45)","[46,61)","[21,26)",5
3,True,"[30,45)","[46,61)","[26,31)",6
3,True,"[30,45)","[46,61)","[31,46)",4
3,True,"[30,45)","[46,61)","[46,61)",2
3,True,"[30,45)","[46,61)","[61,76)",15
